"airline","date_of_journey","source","destination","route","dep_time","arrival_time","total_stops","additional_info","price","journey_day","journey_month","duration_total_mins"
"GoAir","2022-09-22","Varanasi","Lucknow","VAR-LUC","06:14","18:26",0,"new aircraft",11935,22,9,630
"AirAsia India","2022-07-13","Delhi","Mumbai","DEL-AHM-PAT-NAG-MUM","13:38","12:13",3,"wifi available",11034,13,7,735
"TruJet","2023-12-05","Delhi","Varanasi","DEL-LUC-VAR","03:47","10:01",1,"limited seats",3308,5,12,900
"AirAsia India","2020-10-12","Nagpur","Ahmedabad","NAG-AHM","00:18","04:05",0,"in-flight meal not included",6397,12,10,885
"IndiGo","2020-09-15","Goa","Hyderabad","GOA-AHM-JAI-HYD","01:24","14:59",2,"business class available",11705,15,9,60
"Akasa Air","2020-08-16","Varanasi","Kolkata","VAR-JAI-SUR-KOL","00:07","00:16",2,"new aircraft",6926,16,8,420
"TruJet","2021-11-04","Nagpur","Kolkata","NAG-JAI-AHM-KOL","07:15","10:00",2,"1 long layover",13595,4,11,135
"Vistara","2020-05-11","Cochin","Raipur","COC-DEL-PAT-BHU-RAI","02:18","00:03",3,"red-eye flight",12177,11,5,135
"Star Air","2021-07-19","Lucknow","Kolkata","LUC-COC-KOL","21:28","04:21",1,"limited seats",7928,19,7,555
"Air India","2022-10-14","Surat","Pune","SUR-CHE-COC-IND-PUN","10:24","15:57",3,"business class available",13434,14,10,855
"IndiGo","2024-09-04","Jaipur","Ahmedabad","JAI-AHM","08:10","12:01",0,"limited seats",2601,4,9,360
"SpiceJet","2020-11-15","Raipur","Jaipur","RAI-JAI","08:08","06:20",0,"new aircraft",10411,15,11,405
"TruJet","2020-12-17","Guwahati","Indore","GUW-BAN-IND","21:35","19:37",1,"1 long layover",13009,17,12,720
"IndiGo","2020-08-11","Varanasi","Surat","VAR-PUN-NAG-GOA-SUR","22:43","18:59",3,"limited seats",14829,11,8,435
"Akasa Air","2021-10-24","Raipur","Ahmedabad","RAI-PUN-BAN-BHU-AHM","15:19","07:30",3,"in-flight meal not included",15910,24,10,570
"IndiGo","2023-10-05","Jaipur","Kolkata","JAI-COC-SUR-KOL","06:06","15:05",2,"red-eye flight",11686,5,10,705
"Air India","2019-11-04","Bangalore","Raipur","BAN-CHE-NAG-BHU-RAI","05:52","15:37",3,"none",13307,4,11,165
"Akasa Air","2021-04-03","Mumbai","Delhi","MUM-BHU-LUC-VAR-DEL","04:38","13:13",3,"new aircraft",8114,3,4,675
"AirAsia India","2022-12-06","Guwahati","Jaipur","GUW-LUC-BHU-DEL-JAI","19:50","04:24",3,"in-flight meal not included",9266,6,12,165
"Vistara","2022-08-20","Goa","Indore","GOA-VAR-JAI-IND","18:47","18:06",2,"1 long layover",7235,20,8,495
"GoAir","2022-09-12","Hyderabad","Varanasi","HYD-VAR","04:57","07:19",0,"business class available",5914,12,9,195
"GoAir","2024-08-16","Chennai","Delhi","CHE-PAT-DEL","14:03","19:38",1,"limited seats",9462,16,8,885
"SpiceJet","2019-07-23","Chennai","Cochin","CHE-BHU-COC","20:48","16:35",1,"none",13157,23,7,390
"SpiceJet","2022-06-07","Delhi","Indore","DEL-GUW-BAN-LUC-IND","12:02","18:27",3,"1 long layover",12949,7,6,900
"IndiGo","2021-10-02","Nagpur","Patna","NAG-PAT","20:38","06:29",0,"wifi available",10573,2,10,390
"TruJet","2019-09-15","Mumbai","Surat","MUM-SUR","19:54","12:06",0,"red-eye flight",8220,15,9,270
"AirAsia India","2020-08-22","Guwahati","Nagpur","GUW-NAG","05:01","03:35",0,"red-eye flight",5558,22,8,240
"Akasa Air","2021-10-06","Varanasi","Guwahati","VAR-KOL-BAN-GUW","15:24","01:06",2,"none",14777,6,10,390
"GoAir","2019-01-21","Surat","Bangalore","SUR-KOL-LUC-RAI-BAN","12:06","01:44",3,"extra baggage allowed",8049,21,1,765
"AirAsia India","2025-08-26","Hyderabad","Ahmedabad","HYD-AHM","18:48","09:19",0,"business class available",7516,26,8,330
"Star Air","2024-07-07","Mumbai","Goa","MUM-BHU-GOA","16:46","02:40",1,"extra baggage allowed",10624,7,7,765
"AirAsia India","2021-01-02","Mumbai","Surat","MUM-DEL-SUR","08:17","10:14",1,"none",12666,2,1,885
"GoAir","2023-10-09","Delhi","Ahmedabad","DEL-BHU-AHM","01:25","16:34",1,"1 long layover",11488,9,10,660
"Air India","2022-07-13","Bangalore","Ahmedabad","BAN-RAI-AHM","05:37","10:02",1,"business class available",8224,13,7,555
"Vistara","2024-05-02","Mumbai","Delhi","MUM-HYD-JAI-NAG-DEL","07:45","07:37",3,"none",6600,2,5,390
"SpiceJet","2023-02-13","Mumbai","Goa","MUM-VAR-KOL-JAI-GOA","02:33","00:07",3,"limited seats",15615,13,2,810
"IndiGo","2024-08-08","Indore","Lucknow","IND-HYD-KOL-PAT-LUC","02:40","17:50",3,"red-eye flight",6086,8,8,540
"Star Air","2024-03-08","Lucknow","Chennai","LUC-SUR-HYD-PAT-CHE","15:38","08:58",3,"business class available",9824,8,3,120
"TruJet","2021-03-19","Varanasi","Kolkata","VAR-KOL","17:07","03:45",0,"extra baggage allowed",5066,19,3,510
"Star Air","2023-01-22","Bangalore","Ahmedabad","BAN-AHM","22:59","13:57",0,"none",9713,22,1,360
"Alliance Air","2022-06-09","Ahmedabad","Varanasi","AHM-VAR","01:53","14:39",0,"business class available",9419,9,6,120
"IndiGo","2023-05-02","Hyderabad","Chennai","HYD-KOL-CHE","03:14","05:02",1,"1 long layover",7430,2,5,825
"AirAsia India","2022-08-06","Mumbai","Bangalore","MUM-BAN","08:24","20:24",0,"red-eye flight",6272,6,8,675
"Vistara","2021-05-07","Bhubaneswar","Jaipur","BHU-LUC-JAI","13:39","05:25",1,"in-flight meal not included",6952,7,5,285
"Akasa Air","2020-03-23","Bangalore","Goa","BAN-BHU-AHM-GOA","02:12","15:37",2,"none",12817,23,3,75
"Star Air","2025-06-26","Kolkata","Raipur","KOL-CHE-AHM-DEL-RAI","04:23","09:11",3,"limited seats",7128,26,6,900
"GoAir","2020-11-27","Guwahati","Surat","GUW-SUR","12:48","20:35",0,"none",8602,27,11,180
"GoAir","2023-11-25","Bangalore","Cochin","BAN-IND-COC","22:08","22:30",1,"business class available",7135,25,11,555
"Vistara","2023-09-10","Kolkata","Goa","KOL-PAT-SUR-GOA","12:06","18:58",2,"extra baggage allowed",10449,10,9,315
"Akasa Air","2021-01-28","Nagpur","Hyderabad","NAG-AHM-LUC-HYD","19:24","14:20",2,"in-flight meal not included",6273,28,1,885
"GoAir","2023-05-25","Hyderabad","Raipur","HYD-RAI","05:08","09:51",0,"extra baggage allowed",2787,25,5,930
"Alliance Air","2021-03-01","Mumbai","Pune","MUM-KOL-VAR-PUN","10:43","15:36",2,"wifi available",12429,1,3,210
"AirAsia India","2024-09-11","Nagpur","Bhubaneswar","NAG-BHU","07:56","22:45",0,"none",6309,11,9,405
"Air India","2024-05-14","Cochin","Pune","COC-GOA-BAN-PUN","20:27","22:37",2,"none",5004,14,5,765
"GoAir","2024-04-20","Nagpur","Indore","NAG-LUC-KOL-GOA-IND","12:12","12:17",3,"limited seats",11784,20,4,675
"Alliance Air","2019-10-04","Ahmedabad","Chennai","AHM-LUC-PAT-IND-CHE","07:47","11:31",3,"none",14340,4,10,450
"GoAir","2022-08-26","Pune","Cochin","PUN-COC","11:45","17:51",0,"1 long layover",4779,26,8,165
"Air India","2023-11-24","Pune","Indore","PUN-PAT-IND","05:56","15:30",1,"wifi available",12931,24,11,795
"Alliance Air","2023-12-18","Nagpur","Jaipur","NAG-BHU-JAI","10:36","02:55",1,"none",9513,18,12,705
"Akasa Air","2021-10-01","Pune","Guwahati","PUN-BHU-KOL-COC-GUW","09:36","07:14",3,"new aircraft",14467,1,10,405
"Star Air","2022-10-10","Goa","Cochin","GOA-CHE-VAR-IND-COC","12:35","16:54",3,"none",12331,10,10,945
"Air India","2020-04-21","Goa","Lucknow","GOA-VAR-LUC","15:25","18:25",1,"in-flight meal not included",6925,21,4,180
"Air India","2021-03-01","Bhubaneswar","Guwahati","BHU-SUR-KOL-GUW","20:48","10:30",2,"extra baggage allowed",12792,1,3,720
"SpiceJet","2019-01-07","Ahmedabad","Patna","AHM-LUC-PUN-PAT","21:53","14:54",2,"limited seats",11463,7,1,240
"Vistara","2021-11-19","Indore","Raipur","IND-RAI","08:56","21:08",0,"1 long layover",9953,19,11,435
"Alliance Air","2020-08-20","Hyderabad","Bangalore","HYD-JAI-BAN","22:39","12:35",1,"limited seats",7020,20,8,495
"Akasa Air","2020-03-21","Patna","Nagpur","PAT-BHU-NAG","02:28","03:18",1,"none",5588,21,3,780
"IndiGo","2025-08-13","Lucknow","Ahmedabad","LUC-VAR-AHM","15:47","09:29",1,"new aircraft",6918,13,8,870
"Akasa Air","2022-04-15","Cochin","Pune","COC-KOL-NAG-PUN","10:35","22:25",2,"none",7993,15,4,60
"Air India","2025-07-10","Surat","Hyderabad","SUR-IND-RAI-HYD","15:56","07:21",2,"business class available",9777,10,7,90
"TruJet","2022-02-26","Goa","Bangalore","GOA-BHU-NAG-AHM-BAN","05:58","02:26",3,"business class available",11458,26,2,255
"SpiceJet","2020-09-23","Pune","Mumbai","PUN-KOL-MUM","16:31","04:22",1,"red-eye flight",11241,23,9,300
"TruJet","2022-05-15","Kolkata","Lucknow","KOL-NAG-CHE-LUC","12:58","04:34",2,"limited seats",6064,15,5,660
"IndiGo","2022-12-24","Cochin","Indore","COC-HYD-IND","01:26","00:30",1,"none",11431,24,12,390
"Air India","2025-03-09","Goa","Surat","GOA-CHE-NAG-AHM-SUR","23:35","07:01",3,"business class available",12673,9,3,120
"Air India","2019-07-23","Hyderabad","Indore","HYD-RAI-IND","12:52","11:04",1,"none",9795,23,7,615
"Vistara","2021-09-12","Lucknow","Bangalore","LUC-IND-JAI-BAN","20:52","14:50",2,"none",11960,12,9,105
"Alliance Air","2021-08-19","Ahmedabad","Guwahati","AHM-KOL-GUW","12:27","14:51",1,"extra baggage allowed",5952,19,8,855
"TruJet","2021-11-13","Varanasi","Guwahati","VAR-BAN-CHE-GUW","05:09","14:32",2,"wifi available",9506,13,11,780
"IndiGo","2019-07-16","Hyderabad","Delhi","HYD-RAI-BAN-DEL","08:16","22:48",2,"1 long layover",8150,16,7,735
"Star Air","2019-02-13","Guwahati","Patna","GUW-GOA-PAT","09:39","00:14",1,"none",11472,13,2,660
"Star Air","2022-10-21","Bangalore","Indore","BAN-PAT-IND","08:17","17:28",1,"1 long layover",6019,21,10,645
"Star Air","2025-10-09","Raipur","Guwahati","RAI-NAG-GUW","06:46","03:37",1,"1 long layover",9483,9,10,585
"TruJet","2025-08-02","Raipur","Nagpur","RAI-BAN-PUN-NAG","10:59","21:08",2,"extra baggage allowed",9116,2,8,630
"Vistara","2022-04-06","Bangalore","Ahmedabad","BAN-MUM-BHU-AHM","03:17","23:44",2,"new aircraft",5785,6,4,300
"Akasa Air","2019-02-28","Lucknow","Nagpur","LUC-CHE-COC-NAG","14:34","17:44",2,"extra baggage allowed",10543,28,2,855
"SpiceJet","2021-10-06","Nagpur","Cochin","NAG-LUC-BAN-COC","10:44","19:47",2,"new aircraft",13855,6,10,705
"Akasa Air","2024-12-10","Delhi","Surat","DEL-COC-VAR-SUR","17:54","12:03",2,"in-flight meal not included",9421,10,12,870
"TruJet","2025-09-09","Cochin","Jaipur","COC-IND-AHM-JAI","21:47","04:17",2,"new aircraft",5370,9,9,210
"Akasa Air","2022-06-15","Varanasi","Lucknow","VAR-RAI-LUC","12:01","20:18",1,"limited seats",11993,15,6,165
"Vistara","2021-01-17","Guwahati","Cochin","GUW-COC","04:37","03:40",0,"wifi available",6708,17,1,915
"SpiceJet","2021-01-28","Cochin","Pune","COC-PUN","11:17","17:23",0,"none",3457,28,1,570
"AirAsia India","2024-03-15","Chennai","Kolkata","CHE-LUC-PAT-KOL","18:24","17:14",2,"1 long layover",15462,15,3,405
"Star Air","2019-10-24","Mumbai","Raipur","MUM-RAI","23:14","21:28",0,"1 long layover",9975,24,10,630
"GoAir","2025-12-03","Patna","Hyderabad","PAT-HYD","09:50","15:17",0,"wifi available",5485,3,12,195
"Vistara","2024-12-08","Bangalore","Varanasi","BAN-DEL-IND-BHU-VAR","16:55","07:45",3,"in-flight meal not included",9732,8,12,570
"Air India","2025-05-21","Mumbai","Nagpur","MUM-BAN-LUC-NAG","09:09","12:45",2,"red-eye flight",9228,21,5,465
"GoAir","2023-01-25","Bhubaneswar","Nagpur","BHU-NAG","11:17","03:42",0,"in-flight meal not included",2766,25,1,135
"GoAir","2023-12-09","Kolkata","Indore","KOL-IND","23:43","03:12",0,"extra baggage allowed",5244,9,12,540
"TruJet","2021-01-21","Mumbai","Kolkata","MUM-PAT-COC-DEL-KOL","05:00","16:58",3,"none",8030,21,1,165
"TruJet","2023-02-15","Bhubaneswar","Raipur","BHU-RAI","09:35","08:31",0,"red-eye flight",2888,15,2,915
"Alliance Air","2020-07-12","Varanasi","Ahmedabad","VAR-SUR-AHM","08:48","06:47",1,"none",12089,12,7,945
"AirAsia India","2022-12-04","Goa","Guwahati","GOA-LUC-NAG-KOL-GUW","03:08","15:39",3,"in-flight meal not included",9163,4,12,825
"SpiceJet","2024-05-28","Nagpur","Kolkata","NAG-KOL","13:21","18:22",0,"limited seats",9997,28,5,195
"AirAsia India","2019-11-27","Goa","Kolkata","GOA-NAG-AHM-JAI-KOL","08:06","23:26",3,"red-eye flight",13936,27,11,945
"SpiceJet","2025-08-26","Bangalore","Delhi","BAN-AHM-JAI-CHE-DEL","05:49","12:34",3,"extra baggage allowed",14028,26,8,450
"SpiceJet","2020-10-11","Nagpur","Bhubaneswar","NAG-PUN-BAN-BHU","00:32","03:59",2,"wifi available",12445,11,10,750
"AirAsia India","2025-11-03","Surat","Chennai","SUR-BAN-DEL-CHE","11:56","01:23",2,"limited seats",6915,3,11,315
"Air India","2022-10-28","Patna","Hyderabad","PAT-HYD","10:56","22:57",0,"none",4444,28,10,630
"GoAir","2024-11-17","Indore","Varanasi","IND-PUN-GUW-KOL-VAR","16:33","01:32",3,"1 long layover",8853,17,11,135
"SpiceJet","2019-10-28","Mumbai","Nagpur","MUM-GUW-VAR-HYD-NAG","21:11","07:23",3,"business class available",9169,28,10,735
"Star Air","2020-02-16","Cochin","Raipur","COC-NAG-RAI","12:37","16:49",1,"none",8146,16,2,150
"SpiceJet","2020-03-01","Delhi","Nagpur","DEL-PAT-NAG","19:21","15:21",1,"1 long layover",5921,1,3,840
"Akasa Air","2025-03-05","Indore","Guwahati","IND-DEL-PAT-VAR-GUW","02:54","02:10",3,"wifi available",13932,5,3,825
"Star Air","2023-08-01","Lucknow","Cochin","LUC-BAN-BHU-JAI-COC","03:29","01:30",3,"1 long layover",9568,1,8,570
"Vistara","2021-06-14","Surat","Raipur","SUR-PUN-RAI","12:09","02:41",1,"1 long layover",7244,14,6,795
"Star Air","2021-01-12","Cochin","Surat","COC-GUW-SUR","01:29","20:21",1,"none",6102,12,1,375
"Star Air","2022-11-25","Chennai","Kolkata","CHE-RAI-NAG-HYD-KOL","13:18","13:28",3,"1 long layover",10462,25,11,735
"Star Air","2022-05-27","Raipur","Mumbai","RAI-AHM-VAR-MUM","14:38","04:20",2,"red-eye flight",6920,27,5,375
"Alliance Air","2020-05-02","Nagpur","Lucknow","NAG-LUC","03:48","01:14",0,"business class available",4434,2,5,780
"Vistara","2025-01-25","Kolkata","Mumbai","KOL-MUM","21:51","02:11",0,"none",11242,25,1,930
"Alliance Air","2025-08-09","Patna","Jaipur","PAT-JAI","18:03","15:56",0,"extra baggage allowed",10407,9,8,885
"Akasa Air","2021-09-03","Bangalore","Goa","BAN-GOA","01:54","20:54",0,"red-eye flight",7216,3,9,75
"Alliance Air","2019-12-14","Bangalore","Bhubaneswar","BAN-COC-GOA-BHU","17:20","01:16",2,"in-flight meal not included",10986,14,12,270
"Air India","2022-08-02","Surat","Ahmedabad","SUR-BAN-GUW-AHM","13:36","10:41",2,"extra baggage allowed",8920,2,8,315
"Vistara","2025-04-20","Chennai","Lucknow","CHE-LUC","00:33","03:58",0,"in-flight meal not included",4138,20,4,900
"Vistara","2024-08-22","Guwahati","Varanasi","GUW-JAI-KOL-VAR","08:19","22:09",2,"red-eye flight",10026,22,8,780
"IndiGo","2020-08-13","Delhi","Mumbai","DEL-MUM","15:16","07:52",0,"new aircraft",3785,13,8,780
"Vistara","2024-12-05","Patna","Indore","PAT-VAR-IND","22:39","07:13",1,"extra baggage allowed",8247,5,12,630
"Alliance Air","2023-06-16","Lucknow","Jaipur","LUC-JAI","16:31","16:57",0,"wifi available",6383,16,6,210
"AirAsia India","2022-02-27","Varanasi","Nagpur","VAR-GUW-NAG","04:38","23:43",1,"in-flight meal not included",7449,27,2,195
"SpiceJet","2021-05-24","Patna","Varanasi","PAT-RAI-BAN-NAG-VAR","04:46","00:37",3,"1 long layover",7311,24,5,480
"SpiceJet","2024-04-07","Surat","Hyderabad","SUR-HYD","22:32","02:04",0,"red-eye flight",10093,7,4,285
"Alliance Air","2024-07-11","Surat","Indore","SUR-IND","18:08","20:40",0,"red-eye flight",7114,11,7,735
"GoAir","2024-01-04","Bhubaneswar","Delhi","BHU-HYD-JAI-DEL","22:36","01:35",2,"none",6796,4,1,525
"Alliance Air","2025-07-20","Hyderabad","Chennai","HYD-CHE","23:01","02:36",0,"new aircraft",9356,20,7,450
"SpiceJet","2024-12-27","Delhi","Mumbai","DEL-KOL-HYD-MUM","23:16","00:26",2,"extra baggage allowed",7381,27,12,630
"TruJet","2021-05-25","Guwahati","Bangalore","GUW-NAG-HYD-BAN","03:30","22:58",2,"limited seats",7401,25,5,270
"Star Air","2024-11-22","Ahmedabad","Surat","AHM-PAT-SUR","07:49","03:36",1,"new aircraft",6491,22,11,345
"SpiceJet","2022-09-01","Delhi","Hyderabad","DEL-SUR-MUM-HYD","21:04","12:37",2,"red-eye flight",8282,1,9,885
"Air India","2021-06-21","Cochin","Mumbai","COC-MUM","11:03","01:50",0,"1 long layover",7058,21,6,105
"SpiceJet","2021-09-27","Mumbai","Goa","MUM-CHE-KOL-GOA","16:15","22:12",2,"red-eye flight",6652,27,9,870
"Air India","2024-07-15","Goa","Indore","GOA-LUC-IND","08:54","14:55",1,"in-flight meal not included",5801,15,7,315
"TruJet","2025-04-28","Bhubaneswar","Lucknow","BHU-LUC","17:42","21:19",0,"new aircraft",11138,28,4,315
"Akasa Air","2019-12-07","Patna","Varanasi","PAT-VAR","20:57","21:58",0,"red-eye flight",8294,7,12,225
"AirAsia India","2022-08-27","Chennai","Delhi","CHE-KOL-AHM-DEL","04:20","22:47",2,"none",13812,27,8,915
"Air India","2025-04-21","Raipur","Hyderabad","RAI-BAN-HYD","09:40","07:43",1,"none",4779,21,4,735
"Air India","2021-11-09","Pune","Ahmedabad","PUN-MUM-COC-AHM","12:20","21:44",2,"red-eye flight",14013,9,11,690
"TruJet","2023-11-16","Goa","Mumbai","GOA-PUN-SUR-MUM","19:59","05:34",2,"extra baggage allowed",10345,16,11,240
"Alliance Air","2024-12-14","Delhi","Patna","DEL-MUM-PAT","13:21","15:17",1,"extra baggage allowed",3972,14,12,630
"Alliance Air","2020-02-26","Patna","Nagpur","PAT-RAI-NAG","15:11","01:54",1,"business class available",11611,26,2,915
"Akasa Air","2021-12-02","Mumbai","Kolkata","MUM-AHM-VAR-KOL","10:55","13:24",2,"red-eye flight",13219,2,12,735
"IndiGo","2021-12-25","Lucknow","Cochin","LUC-NAG-COC","10:59","21:13",1,"wifi available",11201,25,12,570
"IndiGo","2021-04-02","Pune","Nagpur","PUN-BAN-KOL-NAG","23:10","21:03",2,"red-eye flight",5634,2,4,480
"Air India","2019-12-04","Indore","Delhi","IND-DEL","06:45","17:22",0,"wifi available",4711,4,12,315
"Akasa Air","2019-02-11","Mumbai","Raipur","MUM-AHM-VAR-RAI","23:16","07:03",2,"none",7190,11,2,675
"SpiceJet","2021-03-17","Patna","Pune","PAT-BAN-PUN","09:40","22:47",1,"business class available",5593,17,3,645
"GoAir","2025-04-04","Delhi","Nagpur","DEL-HYD-IND-PUN-NAG","23:56","15:01",3,"1 long layover",8343,4,4,345
"GoAir","2021-02-22","Chennai","Bhubaneswar","CHE-BHU","10:47","10:15",0,"extra baggage allowed",9208,22,2,810
"Vistara","2022-02-04","Chennai","Guwahati","CHE-RAI-GUW","04:13","12:42",1,"limited seats",13089,4,2,630
"Air India","2020-09-13","Goa","Bangalore","GOA-COC-BAN","21:14","15:42",1,"business class available",3994,13,9,810
"Alliance Air","2025-03-15","Patna","Nagpur","PAT-COC-KOL-GOA-NAG","20:42","04:03",3,"1 long layover",10545,15,3,915
"SpiceJet","2020-02-15","Pune","Hyderabad","PUN-KOL-IND-HYD","04:52","08:48",2,"new aircraft",8094,15,2,90
"AirAsia India","2024-12-05","Jaipur","Bangalore","JAI-SUR-BAN","01:48","06:27",1,"red-eye flight",4370,5,12,420
"IndiGo","2025-08-25","Goa","Bangalore","GOA-SUR-GUW-BAN","21:34","21:47",2,"red-eye flight",13336,25,8,825
"TruJet","2025-05-09","Jaipur","Nagpur","JAI-PUN-NAG","16:19","02:11",1,"new aircraft",11421,9,5,885
"AirAsia India","2023-08-24","Cochin","Varanasi","COC-GUW-SUR-VAR","03:06","21:05",2,"in-flight meal not included",6765,24,8,720
"TruJet","2019-02-02","Bangalore","Delhi","BAN-JAI-DEL","10:29","21:55",1,"wifi available",5541,2,2,765
"GoAir","2023-10-24","Lucknow","Mumbai","LUC-COC-AHM-MUM","01:50","12:26",2,"1 long layover",8776,24,10,930
"SpiceJet","2024-02-11","Jaipur","Lucknow","JAI-HYD-VAR-DEL-LUC","14:06","03:50",3,"red-eye flight",9235,11,2,225
"SpiceJet","2022-02-20","Jaipur","Delhi","JAI-PAT-DEL","16:27","05:07",1,"new aircraft",4563,20,2,330
"AirAsia India","2021-07-21","Guwahati","Surat","GUW-COC-AHM-SUR","02:26","08:18",2,"in-flight meal not included",7781,21,7,900
"Vistara","2020-12-17","Guwahati","Lucknow","GUW-HYD-NAG-IND-LUC","07:32","06:08",3,"none",10489,17,12,765
"SpiceJet","2021-03-23","Goa","Nagpur","GOA-JAI-PAT-COC-NAG","06:21","00:10",3,"none",10089,23,3,450
"Star Air","2022-12-20","Ahmedabad","Jaipur","AHM-DEL-JAI","09:30","12:47",1,"1 long layover",9922,20,12,840
"Star Air","2019-01-22","Raipur","Goa","RAI-MUM-CHE-JAI-GOA","21:40","18:25",3,"wifi available",8322,22,1,690
"TruJet","2019-03-06","Bhubaneswar","Nagpur","BHU-AHM-PAT-CHE-NAG","03:05","18:36",3,"wifi available",8868,6,3,390
"SpiceJet","2021-09-17","Bhubaneswar","Kolkata","BHU-MUM-DEL-KOL","14:53","12:30",2,"in-flight meal not included",10606,17,9,750
"Star Air","2023-11-26","Bhubaneswar","Ahmedabad","BHU-RAI-PAT-HYD-AHM","13:06","12:59",3,"wifi available",9035,26,11,555
"Alliance Air","2020-11-02","Bhubaneswar","Jaipur","BHU-LUC-AHM-NAG-JAI","12:35","22:29",3,"new aircraft",13901,2,11,765
"Vistara","2020-09-28","Goa","Lucknow","GOA-LUC","02:24","06:04",0,"new aircraft",7520,28,9,360
"GoAir","2021-06-10","Jaipur","Goa","JAI-RAI-KOL-GOA","06:29","08:46",2,"none",4184,10,6,510
"SpiceJet","2024-01-25","Raipur","Lucknow","RAI-LUC","09:08","01:42",0,"in-flight meal not included",3664,25,1,240
"Vistara","2019-09-20","Cochin","Ahmedabad","COC-MUM-AHM","18:22","01:41",1,"business class available",13277,20,9,180
"TruJet","2024-11-06","Mumbai","Patna","MUM-VAR-PAT","00:27","19:49",1,"in-flight meal not included",10289,6,11,855
"IndiGo","2024-07-24","Ahmedabad","Delhi","AHM-RAI-DEL","21:50","10:37",1,"business class available",7336,24,7,765
"Vistara","2022-03-01","Hyderabad","Jaipur","HYD-JAI","20:01","18:45",0,"business class available",6427,1,3,870
"IndiGo","2022-09-11","Pune","Lucknow","PUN-CHE-LUC","19:20","09:24",1,"in-flight meal not included",6190,11,9,405
"AirAsia India","2021-08-11","Chennai","Pune","CHE-SUR-PUN","06:36","23:42",1,"wifi available",11277,11,8,90
